PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
MACEV_ARNUBATI;Arrenurus batillifer;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBICU;Arrenurus bicuspidator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBIFI;Arrenurus bifidicodulus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBISC;Arrenurus biscissus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBORU;Arrenurus boruzkii;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBRUN;Arrenurus brunsvicensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBRUZ;Arrenurus bruzelii;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUBUCC;Arrenurus buccinator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCLAV;Arrenurus claviger;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCLTU;Arrenurus clavatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCOMP;Arrenurus compactus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCORO;Arrenurus coronator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCRAS;Arrenurus crassicaudatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCUDA;Arrenurus cuspidator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCUDI;Arrenurus cuspidifer;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUCURV;Arrenurus curvisetus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ARNUCYLI;Arrenurus cylindratus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUDIST;Arrenurus distans;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUDUUR;Arrenurus duursemai;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUFALC;Arrenurus falciger;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUFIMB;Arrenurus fimbriatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUFONT;Arrenurus fontinalis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUFORP;Arrenurus forpicatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUFURC;Arrenurus furcillatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUGEMI;Arrenurus geminus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUGLOB;Arrenurus globator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUIMIT;Arrenurus imitator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ARNUINEX;Arrenurus inexploratus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUINTE;Arrenurus integrator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUKNAU;Arrenurus knauthei;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNULATU;Arrenurus latus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNULEUC;Arrenurus leuckarti;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUMACU;Arrenurus maculator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUMEDI;Arrenurus mediorotundatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUMUEL;Arrenurus muelleri;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUNAGY;Arrenurus nagysalloensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUNEUM;Arrenurus neumani;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUNIEL;Arrenurus nielseni;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;17-4-2013;Preferred name
MACEV_ARNUNOBI;Arrenurus nobilis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUNODO;Arrenurus nodosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUNOVU;Arrenurus novus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUOCTA;Arrenurus octagonus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUORNA;Arrenurus ornatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;8-11-2010;Preferred name
MACEV_ARNUPERF;Arrenurus perforatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUPUGI;Arrenurus pugionifer;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUPUST;Arrenurus pustulator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNURADI;Arrenurus radiatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUROBU;Arrenurus robustus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUSCHR;Arrenurus schreuderi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ARNUSCUL;Arrenurus sculptus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ARNUSECU;Arrenurus securiformis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUSINU;Arrenurus sinuator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUSPAT;Arrenurus spatiosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;2-3-2011;Preferred name
MACEV_ARNUSTEC;Arrenurus stecki;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUTETR;Arrenurus tetracyphus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUTRIC;Arrenurus tricuspidator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUTRUN;Arrenurus truncatellus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUTUBU;Arrenurus tubulator;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;8-3-2010;Preferred name
MACEV_ARNUVIRE;Arrenurus virens;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARNUZACA;Arrenurus zachariasi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARPE;Arctopelopia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;9-6-2009;Preferred name
MACEV_ARPEBARB;Arctopelopia barbitarsis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;9-6-2009;Preferred name
MACEV_ARPEGRIS;Arctopelopia griseipennis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARPL;Arthroplea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_ARPLCONG;Arthroplea congener;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_ARPO;Arthropoda;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;17-2-2011;Preferred name
MACEV_ARRE;Arrenuridae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARRI;Arctocorisa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARRIGERM;Arctocorisa germari;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;20-5-2009;Preferred name
MACEV_ARRO;Argyroneta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARROAQUA;Argyroneta aquatica;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ARTE;Arcteonais;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_ARTELOMO;Arcteonais lomondi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_ARTH;Arthropleidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_ARUL;Argulidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;21-3-2012;Preferred name
MACEV_ASAC;Astacidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASAR;Astarte;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_ASARMONT;Astarte montagui;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_ASCA;Ascidiidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ASCD;Ascidiacea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ASCE;Ascidiella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ASCEASPE;Ascidiella aspersa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ASEL;Asellota;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASER;Asteroidea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASIBBICO;Asiobates bicolon;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ASID;Astacidea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASIM;Assimineidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASLI;Asellidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASLL;Asellus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASLLAQUA;Asellus aquaticus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASLLMERI;Asellus meridianus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ASSI;Assiminea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASSIGRAY;Assiminea grayana;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTA;Astacus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTAASTA;Astacus astacus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTALEPT;Astacus leptodactylus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTI;Asteriidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTO;Astropecten;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTOIRRE;Astropecten irregularis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTP;Astropectinidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTR;Asterias;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTRRUBE;Asterias rubens;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ASTT;Astartidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATER;Atherix;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATERIBIS;Atherix ibis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATERMARG;Atherix marginata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ATHA;Athanas;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHANITE;Athanas nitescens;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHI;Athienemanniidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHO;Atherospio;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ATHODIST;Atherospio disticha;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ATHOGUIL;Atherospio guillei;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ATHR;Athripsodes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHRALBI;Athripsodes albifrons;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHRATER;Athripsodes aterrimus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHRBILI;Athripsodes bilineatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_ATHRCINE;Athripsodes cinereus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATHRFULV;Athripsodes fulvus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ATHRNIGR;Athripsodes nigronervosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ATHRSENI;Athripsodes senilis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ATPO;Atrichopogon;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATPS;Atrichops;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATPSCRAS;Atrichops crassipes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRA;Atractides;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRADIST;Atractides distans;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRAFONT;Atractides fonticolus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRAGIBB;Atractides gibberipalpis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-4-2013;Preferred name
MACEV_ATRALACU;Atractides lacustris;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRANODA;Atractides nodipalpis [2];NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;18-6-2010;Preferred name
MACEV_ATRANODI;Atractides nodipalpis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;7-7-2010;Change of interpretation do not use
MACEV_ATRANODP;Atractides nodipalpis [1];NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;18-6-2010;Preferred name
MACEV_ATRANONO;Atractides nodipalpis nodipalpis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;7-7-2010;Synonym
MACEV_ATRANOPE;Atractides nodipalpis pennatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_ATRAOVAL;Atractides ovalis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRAPENN;Atractides pennatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRASUBA;Atractides subasper;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRATENE;Atractides tener;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-4-2013;Preferred name
MACEV_ATRI;Athericidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRU;Aturus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRUCRIN;Aturus crinitus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRUFONT;Aturus fontinalis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRUOUDE;Aturus oudemansi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRUSCAB;Aturus scaber scaber;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;20-5-2010;Preferred name
MACEV_ATRUSCAE;Aturus scaber;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATRUSCRO;Aturus scaber rotundus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;20-5-2010;Preferred name
MACEV_ATUR;Aturidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATYA;Atyaephyra;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATYADESM;Atyaephyra desmaresti;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATYD;Atylidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Preferred name
MACEV_ATYI;Atyidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATYL;Atylotus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_ATYU;Atylus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Preferred name
MACEV_ATYUFALC;Atylus falcatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Synonym
MACEV_ATYUGUTT;Atylus guttatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;20-11-2013;Synonym
MACEV_ATYUSWAM;Atylus swammerdami;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Synonym
MACEV_AUDR;Aulodrilus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUDRJAPN;Aulodrilus japonicus/pluriseta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Non-taxonomic species group
MACEV_AUDRJAPO;Aulodrilus japonicus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUDRLIMN;Aulodrilus limnobius;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUDRPIGU;Aulodrilus pigueti;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUDRPLUR;Aulodrilus pluriseta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUGY;Augyles;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUGYCRIN;Augyles crinitus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUGYHISP;Augyles hispidulus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUGYINTE;Augyles intermedius;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUGYMARI;Augyles maritimus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AULC;Aulacochthebius;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AULCEXAR;Aulacochthebius exaratus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUNO;Aulonogyrus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;30-8-2010;Preferred name
MACEV_AUNOCONC;Aulonogyrus concinnus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;30-8-2010;Preferred name
MACEV_AUPH;Aulophorus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AUPHFURC;Aulophorus furcatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_AURI;Auriculinella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;7-2-2014;Preferred name
MACEV_AURIBIDE;Auriculinella bidentata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;7-2-2014;Preferred name
MACEV_AUST;Austrolimnophila;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_AUSTOCHR;Austrolimnophila ochracea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_AUTL;Autolytinae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;29-8-2013;Preferred name
MACEV_AUTN;Autonoe;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_AUTNLONG;Autonoe longipes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_AUTO;Autolytus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AUTOBRAC;Autolytus brachycephalus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_AUTOLANG;Autolytus langerhansi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_AUTOPROL;Autolytus prolifer;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_AVEN;Avenionia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AVENBRRO;Avenionia brevis roberti;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;20-5-2010;Synonym
MACEV_AVENROBE;Avenionia roberti;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AXIN;Axinulus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_AXINCROU;Axinulus croulinensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_AXON;Axonopsis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AXONCOMP;Axonopsis complanata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AXONGRAC;Axonopsis gracilis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_AXONROMI;Axonopsis romijni;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAEO;Baetopus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
