PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
PCB110;2,3,3',4',6-pentachloorbifenyl;38380-03-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB149;2,2',3,4',5',6-hexachloorbifenyl;38380-04-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB132;2,2',3,3',4,6'-hexachloorbifenyl;38380-05-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB128;2,2',3,3',4,4'-hexachloorbifenyl;38380-07-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB156;2,3,3',4,4',5-hexachloorbifenyl;38380-08-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB174;2,2',3,3',4,5,6'-heptachloorbifenyl;38411-25-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB20;2,3,3'-trichloorbifenyl;38444-84-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ioxnOcnat;ioxynil octanoaat;3861-47-0;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
endsfltn;endosulfanlacton;3868-61-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dettl;diethatyl;38725-95-0;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
DettC2y;diethatylethyl;38727-55-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fubrdzl;fuberidazool;3878-19-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TFyffnS;trifenylfosfinesulfide;3878-45-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3Cl4NO2Tol;3-chloor-4-nitrotolueen;38939-88-7;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
PCDF135;1,2,3,4,6,7,8,9-octachloordibenzofuraan;39001-02-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fosC2yAl;fosetyl-aluminium;39148-24-8;FYSISCH-CHEMISCH;ChemischeStof;;9-11-2011;Gepubliceerd
24DAoansSO4;2,4-diaminoanisolsulfaat;39156-41-7;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
tofnSO;thiofanox-sulfoxide;39184-27-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
tofnsfn;thiofanox-sulfon;39184-59-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
tofnx;thiofanox;39196-18-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCDD66;1,2,3,4,7,8-hexachloordibenzo-p-dioxine;39227-28-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dncp;dinocap;39300-45-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
sotll;sotalol;3930-20-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Ifr;jodofoor;39392-86-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cyfntn;cyfenothrin;39515-40-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenpratn;fenpropathrin;39515-41-8;FYSISCH-CHEMISCH;ChemischeStof;;27-4-2013;Gepubliceerd
PCB189;2,3,3',4,4',5,5 '-heptachlorobifenyl;39635-31-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
tNnCl;trans-nonachloor;39765-80-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
oxdagl;oxadiargyl;39807-15-3;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
pyrdfl;pyridafol;40020-01-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
iC3yDgcdE;iso-propylglycidylether;4016-14-2;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
PCB175;2,2',3,3',4,5,6-heptachloorbifenyl;40186-70-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB201;2,2',3,3',4,5',6,6'-octachloorbifenyl;40186-71-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB206;2,2',3,3',4,4',5,5',6-nonachloorbifenyl;40186-72-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCDD54;1,2,3,7,8-pentachloordibenzo-p-dioxine;40321-76-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
236TC1yC7a;2,3,6-trimethylheptaan;4032-93-3;FYSISCH-CHEMISCH;ChemischeStof;;29-1-2014;Gepubliceerd
pendmtln;pendimethalin;40487-42-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
afencactt;alfa-fenchylacetaat;4057-31-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
metpn;methopreen;40596-69-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
13Clal357Taz;1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride;4080-31-3;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
Dcfp;diclofop;40843-25-2;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
23DClFyiCN;2,3-dichloorfenylisocyanaat;41195-90-8;FYSISCH-CHEMISCH;ChemischeStof;;31-1-2014;Gepubliceerd
profnfs;profenofos;41198-08-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PBDE28;2,4,4'-tribroomdifenylether;41318-75-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
mmtn;metamitron;41394-05-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB160;2,3,3',4,5,6-hexachloorbifenyl;41411-62-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB166;2,3,4,4',5,6-hexachloorbifenyl;41411-63-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB190;2,3,3',4,4',5,6-heptachloorbifenyl;41411-64-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB44;2,2',3,5'-tetrachloorbifenyl;41464-39-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB49;2,2',4,5'-tetrachloorbifenyl;41464-40-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB72;2,3',5,5'-tetrachloorbifenyl;41464-42-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB56;2,3,3',4'-tetrachloorbifenyl;41464-43-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB97;2,2',3,4',5'-pentachloorbifenyl;41464-51-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
buprmt;bupirimaat;41483-43-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
aclinC1y;acroleine-methyl;4170-30-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
33DC1ybzdnDH;3,3'-dimethylbenzidine dihydrofluoride;41766-75-0;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
Tcczl;tricyclazool;41814-78-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bezafbt;bezafibraat;41859-67-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TttC4yC1ol;tri-tert-butylmethanol;41902-42-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
CNuzr;cyanuurzuur;420-05-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenfbnzr;fenofibrinezuur;42017-89-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCFK225bb;1,2-dichloor-1,1,2,3,3-pentafluorpropaan;422-44-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCFK225ba;2,3-dichloor-1,1,1,2,3-pentafluorpropaan;422-48-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
pyrslm;pyroxsulam;422556-08-9;FYSISCH-CHEMISCH;ChemischeStof;;12-7-2011;Gepubliceerd
HCFK225ca;3,3-dichloor-1,1,1,2,2-pentafluorpropaan;422-56-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
diltazm;diltiazem;42399-41-7;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
iszfs;isazofos;42509-80-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
34C1yeDoxmaf;3,4-methyleendioxymethamfetamine;42542-10-9;FYSISCH-CHEMISCH;ChemischeStof;;13-9-2014;Gepubliceerd
bfnx;bifenox;42576-02-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2FysfnAn;2-(fenylsulfonyl)aniline;4273-98-7;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
PCB196;2,2',3,3',4,4',5,6'-octachloorbifenyl;42740-50-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
flumqne;flumequine;42835-25-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
OxFfn;oxyfluorfen;42874-03-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
methafAeHCl;methamfetamine hydrochloride;4298-16-2;FYSISCH-CHEMISCH;ChemischeStof;;13-9-2014;Gepubliceerd
23C4aDon;2,3-butadion;431-03-8;FYSISCH-CHEMISCH;ChemischeStof;;29-1-2014;Gepubliceerd
CFK132;freon-132;431-06-1;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
Tadmfn;triadimefon;43121-43-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCFK225da;1,2-dichloor-1,1,3,3,3-pentafluorpropaan;431-86-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenbdzl;fenbendazol;43210-67-9;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
DfzqtC1ySO4;difenzoquatmethylsulfaat;43222-48-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
M2C2yC6yC6aD;mono-(2-ethylhexyl)-hexaandioaat;4337-65-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fentnl;fentanyl;437-38-7;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
MEHP;monoethylhexylftalaat (MEHP);4376-20-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
valum;valium;439-14-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
metndzl;metronidazol;443-48-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1C5yC8yBen;1-(pentyloctyl)-benzeen;4534-49-0;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
1C1yC12yBen;1-methyldodecylbenzeen;4534-53-6;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
2C1yC6azr;2-methylhexaanzuur;4536-23-6;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
1C2yC9yBen;(1-ethylnonyl)-benzeen;4536-87-2;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
1C4yC7yBen;1-(butylheptyl)-benzeen;4537-15-9;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
C1yNNO2svnAe;methyl-N-nitroso-vinylamine;4549-40-0;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
farnsl;farnesol;4602-84-0;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
HCFK253fb;3-chloor-1,1,1-trifluorpropaan;460-35-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
15C5aDAe;1,5-pentaandiamine;462-94-2;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
carbnS;carbonylsulfide;463-58-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1skamfr;(1S)-kamfer;464-48-2;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
idn;isodrin;465-73-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
azptn;aziprotryn;4658-28-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
flurnl;flurenol;467-69-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ciagn3;C.I. Acid Green 3;4680-78-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
parqt;paraquat;4685-14-7;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
18cinole;1,8-cineole;470-82-6;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
Clfvfs;chloorfenvinfos;470-90-6;FYSISCH-CHEMISCH;ChemischeStof;;9-6-2011;Gepubliceerd
CaCO3;calciumcarbonaat;471-34-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
OaAd;oxamide;471-46-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
34C1yeDoxafA;3,4-methyleendioxyamfetamine;4764-17-4;FYSISCH-CHEMISCH;ChemischeStof;;9-8-2014;Gepubliceerd
CHLFa;chlorofyl-a;479-61-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
propfnzn;propyfenazon;479-92-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C2yBrfs;ethylbromofos;4824-78-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
binpcl;binapacryl;485-31-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
9fluornn;9-fluorenon;486-25-9;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
daizine;daidzeine;486-66-8;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
1234T4C1yBen;1,2,3,4-tetramethylbenzeen;488-23-3;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
2345T4ClFol;2,3,4,5-tetrachloorfenol;4901-51-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
4C1yqnlne;4-methylquinoline;491-35-0;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
cisyw34;C.I. Solvent Yellow 34;492-80-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenfbt;fenofibraat;49562-28-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
inda;indaan;496-11-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
carbhdzde;carbohydrazide;497-18-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Na2CO3;natriumcarbonaat;497-19-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dfzqt;difenzoquat;49866-87-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
5iC3y2C1yFol;5-isopropyl-2-methylfenol;499-75-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
C1al;methanal (formaldehyde);50-00-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
dexmtsn;dexamethason;50-02-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ergccfrl;ergocalciferol;50-14-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cycffAd;cyclofosfamide;50-18-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
61014TC1y2C1;6,10,14-trimethyl-2-pentadecanon;502-69-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
esTol;estriol;50-27-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
17bestDol;17beta-estradiol;50-28-2;FYSISCH-CHEMISCH;ChemischeStof;;28-8-2011;Gepubliceerd
44DDT;4,4'-dichloordifenyltrichloorethaan;50-29-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
BaP;benzo(a)pyreen;50-32-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cefdxl;cefadroxil;50370-12-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ivlrazr;iso-valeriaanzuur;503-74-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
23DClBencbzr;2,3-dichloorbenzeencarbonzuur;50-45-3;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
TC1yegcl;trimethyleenglycol (1,3-propyleenglycol);504-63-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
vinczln;vinclozolin;50471-44-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
amttlne;amitriptyline;50-48-6;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
iptoln;isoprothiolan;50512-35-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
13DOxan;1,3-dioxaan;505-22-6;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
Clpmzne;chloorpromazine;50-53-3;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
mostgs;mosterdgas;505-60-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DmtCl;dimethachloor;50563-36-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C17azr;heptadecaanzuur;506-12-7;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
arcdzr;arachidezuur;506-30-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC1yAeHCl;dimethylamine-hydrochloride;506-59-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCFK225cb;1,3-dichloor-1,1,2,2,3-pentafluorpropaan;507-55-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bornol;borneol;507-70-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
asprne;aspirine;50-78-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
9C18eal;9-octadecenal;5090-41-5;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
glucse;glucose;50-99-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C2y44DClbzlt;ethyl-4,4'-dichloorbenzilaat;510-15-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
piprnbO;piperonyl-butoxide;51-03-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cCldn;cis-chloordaan;5103-71-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cNnCl;cis-nonachloor;5103-73-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
tCldn;trans-chloordaan;5103-74-2;FYSISCH-CHEMISCH;ChemischeStof;;9-6-2011;Gepubliceerd
2HOxibpfn;2-hydroxyibuprofen;51146-55-5;FYSISCH-CHEMISCH;ChemischeStof;;1-2-2014;Gepubliceerd
PCDF83;2,3,7,8-tetrachloordibenzofuraan;51207-31-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
flurcl;fluracil;51-21-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
metlCl;metolachloor;51218-45-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Hxznn;hexazinon;51235-04-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bumnfs;buminafos;51249-05-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TC1yPO4;trimethylfosfaat;512-56-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
glufsnt;glufosinaat;51276-47-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DNO2Fol;2,4-dinitrofenol;51-28-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C1y14C1yC15a;methyl 14-methylpentadecanoaat;5129-60-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dtlfs;ditalimfos;5131-24-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DcfC1y;diclofop-methyl;51338-27-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2C1y1C3atol;2-methyl-1-propaanthiol;513-44-0;FYSISCH-CHEMISCH;ChemischeStof;;16-10-2014;Gepubliceerd
2C4atol;2-butaanthiol;513-53-1;FYSISCH-CHEMISCH;ChemischeStof;;16-10-2014;Gepubliceerd
23C4aDol;dimethylglycol;513-85-9;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
1tC4ox2C2oxC;1-tert-butoxy-2-ethoxyethaan;51422-54-9;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
34DClBencbzr;3,4-dichloorbenzeencarbonzuur;51-44-5;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
biprdn;biperiden;514-65-8;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
levtrxne;levothyroxine;51-48-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2Cl11DC1yC2y;2-chloor-1,1-dimethylethylbenzeen;515-40-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
milbmcn;milbemectin;51596-11-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenvlrt;fenvaleraat;51630-58-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
8aestDol;8alpha-estradiol;517-04-4;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
mustne;mustine;51-75-2;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
urtn;urethaan;51-79-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
benzyegnne;benzoylecgonine;519-09-5;FYSISCH-CHEMISCH;ChemischeStof;;9-8-2014;Gepubliceerd
CHLFb;chlorofyl-b;519-62-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dmtrml;dimethirimol;5221-53-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
EBAAP;ethylbutylactetylaminopropionaat;52304-36-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cypmtn;cypermethrin;52315-07-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DbzFt;dibenzylftalaat;523-31-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
carbOxn;carboxin;5234-68-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bupofne;buprenorfine;52485-79-7;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
flucaclne;flucloxacilline;5250-39-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bronpl;bronopol;52-51-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
verpml;verapamil;52-53-9;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
4C1y3tazlne;4-methyl-3-thiazoline;52558-99-3;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
propnll;propranolol;525-66-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
OxcbOxn;oxycarboxin;5259-88-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
osmd;osalmid;526-18-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
permtn;permethrin;52645-53-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB64;2,3,4',6-tetrachloorbifenyl;52663-58-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB92;2,2',3,5,5'-pentachloorbifenyl;52663-61-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB151;2,2',3,5,5',6-hexachloorbifenyl;52663-63-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB130;2,2',3,3',4,5'-hexachloorbifenyl;52663-66-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB178;2,2',3,3',5,5',6-heptachloorbifenyl;52663-67-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB187;2,2',3,4',5,5',6-heptachloorbifenyl;52663-68-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB183;2,2',3,4,4',5',6-heptachloorbifenyl;52663-69-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB177;2,2',3,3',4,5',6-heptachloorbifenyl;52663-70-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB171;2,2',3,3',4,4',6-heptachloorbifenyl;52663-71-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB167;2,3',4,4',5,5'-hexachloorbifenyl;52663-72-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB199;2,2',3,3',4,5,6,6'-octachloorbifenyl;52663-73-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB172;2,2',3,3',4,5,5'-heptachloorbifenyl;52663-74-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB195;2,2',3,3',4,4',5,6-octachloorbifenyl;52663-78-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PCB207;2,2',3,3',4,4',5,6,6'-nonachloorbifenyl;52663-79-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
